date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:57:19	23904/23904	---MCZ	200	added ('OK')	font/ttf	etag:W/%225d60-180ef3db7a8%22	https://dyno.gg/_assets/fonts/KaTeX_Fraktur-Regular.ttf	C:/My%20Web%20Sites/dyno.gg%20sourcce%20code/dyno.gg/_assets/fonts/KaTeX_Fraktur-Regular.ttf	(from https://dyno.gg/_assets/css/app.657df69b59208bd55689.css)
20:57:19	29932/29932	---M--	200	added ('OK')	font/woff2	etag:W/%2274ec-180ef3db7a8%22	https://dyno.gg/_assets/fonts/KaTeX_Main-Bold.woff2	C:/My%20Web%20Sites/dyno.gg%20sourcce%20code/dyno.gg/_assets/fonts/KaTeX_Main-Bold.woff2	(from https://dyno.gg/_assets/css/app.657df69b59208bd55689.css)
20:57:20	35056/35056	---M--	200	added ('OK')	font/woff	etag:W/%2288f0-180ef3db7a8%22	https://dyno.gg/_assets/fonts/KaTeX_Main-Bold.woff	C:/My%20Web%20Sites/dyno.gg%20sourcce%20code/dyno.gg/_assets/fonts/KaTeX_Main-Bold.woff	(from https://dyno.gg/_assets/css/app.657df69b59208bd55689.css)
20:57:20	59972/59972	---MCZ	200	added ('OK')	font/ttf	etag:W/%22ea44-180ef3db7a8%22	https://dyno.gg/_assets/fonts/KaTeX_Main-Bold.ttf	C:/My%20Web%20Sites/dyno.gg%20sourcce%20code/dyno.gg/_assets/fonts/KaTeX_Main-Bold.ttf	(from https://dyno.gg/_assets/css/app.657df69b59208bd55689.css)
20:57:21	21244/21244	---M--	200	added ('OK')	font/woff2	etag:W/%2252fc-180ef3db7a8%22	https://dyno.gg/_assets/fonts/KaTeX_Main-BoldItalic.woff2	C:/My%20Web%20Sites/dyno.gg%20sourcce%20code/dyno.gg/_assets/fonts/KaTeX_Main-BoldItalic.woff2	(from https://dyno.gg/_assets/css/app.657df69b59208bd55689.css)
20:57:21	24500/24500	---M--	200	added ('OK')	font/woff	etag:W/%225fb4-180ef3db7a8%22	https://dyno.gg/_assets/fonts/KaTeX_Main-BoldItalic.woff	C:/My%20Web%20Sites/dyno.gg%20sourcce%20code/dyno.gg/_assets/fonts/KaTeX_Main-BoldItalic.woff	(from https://dyno.gg/_assets/css/app.657df69b59208bd55689.css)
20:57:22	42872/42872	---MCZ	200	added ('OK')	font/ttf	etag:W/%22a778-180ef3db7a8%22	https://dyno.gg/_assets/fonts/KaTeX_Main-BoldItalic.ttf	C:/My%20Web%20Sites/dyno.gg%20sourcce%20code/dyno.gg/_assets/fonts/KaTeX_Main-BoldItalic.ttf	(from https://dyno.gg/_assets/css/app.657df69b59208bd55689.css)
20:57:22	22076/22076	---M--	200	added ('OK')	font/woff2	etag:W/%22563c-180ef3db7a8%22	https://dyno.gg/_assets/fonts/KaTeX_Main-Italic.woff2	C:/My%20Web%20Sites/dyno.gg%20sourcce%20code/dyno.gg/_assets/fonts/KaTeX_Main-Italic.woff2	(from https://dyno.gg/_assets/css/app.657df69b59208bd55689.css)
20:57:23	25352/25352	---M--	200	added ('OK')	font/woff	etag:W/%226308-180ef3db7a8%22	https://dyno.gg/_assets/fonts/KaTeX_Main-Italic.woff	C:/My%20Web%20Sites/dyno.gg%20sourcce%20code/dyno.gg/_assets/fonts/KaTeX_Main-Italic.woff	(from https://dyno.gg/_assets/css/app.657df69b59208bd55689.css)
20:57:23	46028/46028	---MCZ	200	added ('OK')	font/ttf	etag:W/%22b3cc-180ef3db7a8%22	https://dyno.gg/_assets/fonts/KaTeX_Main-Italic.ttf	C:/My%20Web%20Sites/dyno.gg%20sourcce%20code/dyno.gg/_assets/fonts/KaTeX_Main-Italic.ttf	(from https://dyno.gg/_assets/css/app.657df69b59208bd55689.css)
20:57:24	32312/32312	---M--	200	added ('OK')	font/woff2	etag:W/%227e38-180ef3db7a8%22	https://dyno.gg/_assets/fonts/KaTeX_Main-Regular.woff2	C:/My%20Web%20Sites/dyno.gg%20sourcce%20code/dyno.gg/_assets/fonts/KaTeX_Main-Regular.woff2	(from https://dyno.gg/_assets/css/app.657df69b59208bd55689.css)
20:57:24	37856/37856	---M--	200	added ('OK')	font/woff	etag:W/%2293e0-180ef3db7a8%22	https://dyno.gg/_assets/fonts/KaTeX_Main-Regular.woff	C:/My%20Web%20Sites/dyno.gg%20sourcce%20code/dyno.gg/_assets/fonts/KaTeX_Main-Regular.woff	(from https://dyno.gg/_assets/css/app.657df69b59208bd55689.css)
